arm,prompt_id,sparsity,intervention_kind,purpose,representation,pool,score,selection_rule,n_cells,jaccard_median,jaccard_iqr,recall_median,spearman_rho_vs_exact_median,swaps_per_query_block_median,frac_query_blocks_changed_median,frac_decisions_changed_median,frac_cells_mask_identical_to_deployed,changed_pair_gap_fp64_median,reference_margin_norm_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,signed_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_deployed,random_matched_excess_median,isolation_ratio_abs,frac_cells_random_worse_than_arm,representation_saturation_frac_median,deployed_score_ties_median,exact_ties_fp64_total,selector_budget_violating_rows_total,selector_budget_violating_frac_max,pool_semantics,score_semantics,select_semantics
V0,p04,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999899630063247,0.0,0.0,0.0,1.0,,0.0013032289814614642,0.2775108963251114,0.9677035212516785,0.2775108963251114,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,287.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p04,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999899630063247,0.0,0.0,0.0,1.0,,0.002138433722699777,0.34619317948818207,0.9526274502277374,0.34619317948818207,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,235.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p05,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999891508429006,0.0,0.0,0.0,1.0,,0.0008251885081836032,0.16921859979629517,0.9869786500930786,0.16921859979629517,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,328.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p05,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999891508429006,0.0,0.0,0.0,1.0,,0.0012665848812426499,0.24947474896907806,0.9734777808189392,0.24947474896907806,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,301.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p05,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999891508429006,0.0,0.0,0.0,1.0,,0.002076267647233391,0.31253038346767426,0.9601978957653046,0.31253038346767426,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,246.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p06,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901237863518,0.0,0.0,0.0,1.0,,0.0008288105597913729,0.21330200135707855,0.9800848960876465,0.21330200135707855,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,312.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p06,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901237863518,0.0,0.0,0.0,1.0,,0.001283386818593608,0.2981490343809128,0.9637621343135834,0.2981490343809128,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,288.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p06,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901237863518,0.0,0.0,0.0,1.0,,0.002080408652207129,0.36923445761203766,0.9473205506801605,0.36923445761203766,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,237.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p07,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999883392364485,0.0,0.0,0.0,1.0,,0.0008497264859377683,0.21059146523475647,0.9792725443840027,0.21059146523475647,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,345.0,0,36,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p07,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999883392364485,0.0,0.0,0.0,1.0,,0.0012854724620193713,0.3326541930437088,0.9517916142940521,0.3326541930437088,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,320.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p07,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999883392364485,0.0,0.0,0.0,1.0,,0.0020518228098484487,0.4043515473604202,0.9301071465015411,0.4043515473604202,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,265.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p08,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901514530942,0.0,0.0,0.0,1.0,,0.0008564789877889672,0.2211449071764946,0.9780453443527222,0.2211449071764946,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,309.0,0,36,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p08,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901514530942,0.0,0.0,0.0,1.0,,0.0013042710279578037,0.30331985652446747,0.9612035155296326,0.30331985652446747,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,288.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p08,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999901514530942,0.0,0.0,0.0,1.0,,0.002111601970547155,0.3667117804288864,0.9455308020114899,0.3667117804288864,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,236.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p09,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999893663079429,0.0,0.0,0.0,1.0,,0.0008543472024638636,0.19661778956651688,0.9824224412441254,0.19661778956651688,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,323.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p09,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999893663079429,0.0,0.0,0.0,1.0,,0.0013060027830985514,0.2836446613073349,0.9656409919261932,0.2836446613073349,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,299.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p09,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999893663079429,0.0,0.0,0.0,1.0,,0.002116150922193984,0.3576381057500839,0.9480597674846649,0.3576381057500839,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,245.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p10,0.8,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999896445471255,0.0,0.0,0.0,1.0,,0.0008237585746623478,0.19113872200250626,0.983813464641571,0.19113872200250626,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,315.0,0,60,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p10,0.9,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999896445471255,0.0,0.0,0.0,1.0,,0.0012651926104980948,0.2690359801054001,0.9697725474834442,0.2690359801054001,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,289.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0,p10,0.95,reference_deployed,VSA as installed: fused_block_mean + bf16 matmul + fused_topk_mask,bf16,kernel,kernel,kernel,4320,1.0,0.0,1.0,0.9999896445471255,0.0,0.0,0.0,1.0,,0.002058497373744323,0.3347241282463074,0.9562333822250366,0.3347241282463074,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,238.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
V0_FP64,p01,0.8,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9934064249022464,0.006030844742713315,0.9966923076923077,0.9999999999999996,0.41346153846153844,0.3814102564102564,0.0013251972386587772,0.0,0.0009128957988963638,0.0008585681424010778,0.18011361360549927,0.9849721193313599,0.18001074343919754,0.00020123645663261414,0.000308845192193985,0.0011791795696600017,0.001193980655036978,0.0031898393722775004,0.9268518518518518,-0.00035550445318222046,1.7666006405153742,0.337037037037037,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p01,0.9,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9888194672804999,0.008539837046201981,0.9943783068783069,0.9999999999999996,0.35416666666666663,0.3333333333333333,0.0011351495726495727,0.0,0.0011302706573528734,0.0012994446882484472,0.2614784836769104,0.9700455963611603,0.2611015737056732,0.0003728941082954407,0.000621085986495018,0.0015658927378862496,0.0015971844844286137,0.004687227051152451,0.9254629629629629,-0.001076340675354004,2.886451277747807,0.29189814814814813,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p01,0.95,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.983411969207847,0.012194220693728886,0.9916366185897436,0.9999999999999996,0.2676282051282051,0.25721153846153844,0.0008577827087442472,0.0,0.001263129928100252,0.0021088596427138915,0.32763855159282684,0.955064207315445,0.32723937928676605,0.0005383938550949097,0.0008783042430877686,0.0017561147902360858,0.001814818730432583,0.005122769909828806,0.9076388888888889,-0.0019059926271438599,3.5401455813567297,0.27708333333333335,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p02,0.8,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9935083190635623,0.005650226526027757,0.9967435897435898,0.9999999999999996,0.40705128205128205,0.375,0.0013046515450361605,0.0,0.0008697338579999737,0.0008351908232747366,0.1731119602918625,0.9867611229419708,0.17285160720348358,0.00017305463552474976,0.0003212280571460724,0.0011283059786754137,0.0011418643542849584,0.003145473332363026,0.9155092592592593,-0.00012482702732086182,0.7213157101648943,0.42453703703703705,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p02,0.9,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9890710382513661,0.007840910291508463,0.9945054945054945,0.9999999999999996,0.34615384615384615,0.3269230769230769,0.0011094674556213018,0.0,0.0010853879845255853,0.0012886912384254827,0.25756585597991943,0.9724827408790588,0.25705498456954956,0.0003573596477508545,0.0006759501993656158,0.0015324780336469445,0.0015509295733229,0.0045687077355294845,0.9189814814814815,-0.0005751252174377441,1.6093736969393713,0.37037037037037035,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p02,0.95,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9841017488076311,0.010828175941363982,0.9919871794871795,0.9999999999999996,0.2564102564102564,0.2483974358974359,0.000821827744904668,0.0,0.0012177168357632862,0.0021243144700614273,0.33060576021671295,0.9573547840118408,0.33039841055870056,0.0005243197083473206,0.0009894929826259613,0.0017467379555220117,0.001779250365488554,0.005180650205881472,0.9173611111111111,-0.0010603740811347961,2.022380742614355,0.35162037037037036,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p03,0.8,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9935083190635623,0.005732449955840768,0.9967435897435898,0.9999999999999996,0.40705128205128205,0.375,0.0013046515450361605,0.0,0.0008575051533141001,0.0008336685779420485,0.1781453788280487,0.9856626093387604,0.17780262231826782,0.0001565106213092804,0.0003115404397249222,0.0009802582105972574,0.0010141236496295824,0.0029846500736607764,0.8912037037037037,-0.00017610937356948853,1.1252231452169568,0.4131944444444444,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p03,0.9,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9890710382513661,0.007890175427741508,0.9945054945054945,0.9999999999999996,0.34615384615384615,0.3269230769230769,0.0011094674556213018,0.0,0.0010786983858466865,0.0012806769398954,0.26101039350032806,0.971123993396759,0.2603085935115814,0.00035337358713150024,0.0007243864238262177,0.001503175591919161,0.0015312629799615835,0.00460354260152963,0.919212962962963,-0.0006702318787574768,1.8966665963861773,0.36041666666666666,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p03,0.95,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9839538997312343,0.011219705739860308,0.9919120592948718,0.9999999999999996,0.25881410256410253,0.25,0.0008295323800131492,0.0,0.0012098927865737761,0.0020853210010376806,0.33533936738967896,0.9565919041633606,0.33439214527606964,0.0005460977554321289,0.0010519921779632568,0.0017250762122682588,0.0017681510405517628,0.005119435705881191,0.924537037037037,-0.0012217238545417786,2.2371889325474785,0.33564814814814814,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p04,0.8,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9937885817261608,0.005041063147762093,0.9968846153846154,0.9999999999999996,0.3894230769230769,0.3605769230769231,0.0012481508875739646,0.0,0.0008040969226469916,0.0008332509353356908,0.19767455011606216,0.982464075088501,0.19740910828113556,0.00012953951954841614,0.00026231445372104645,0.0007006536504941065,0.0007337249798766352,0.002363892286625875,0.8629629629629629,-0.00033674389123916626,2.5995456244787625,0.3439814814814815,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p04,0.9,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9895743711726301,0.006839808859369523,0.9947598697598697,0.9999999999999996,0.3301282051282051,0.3125,0.00105810322156476,0.0,0.0010176401189697514,0.0013032289814614642,0.2779788672924042,0.9675535261631012,0.2775108963251114,0.00028099119663238525,0.0005613230168819427,0.0010258237268329364,0.0010679608118993092,0.003344792447739946,0.8886574074074074,-0.0009876042604446411,3.5147160205759134,0.2965277777777778,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p04,0.95,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9847920083494857,0.00975260612077622,0.9923377403846154,0.9999999999999996,0.24519230769230768,0.23717948717948717,0.0007858727810650888,0.0,0.0011591191854986396,0.002138433722699777,0.3468366265296936,0.9523391425609589,0.34619317948818207,0.00044793635606765747,0.0008497815579175949,0.0012963950168893706,0.0013532932012372272,0.004192293369122267,0.8905092592592593,-0.0017433464527130127,3.891951231682773,0.2708333333333333,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
V0_FP64,p05,0.8,reference_exact,exact selector on the same bf16 Q/K: how far deployed VSA already is from optimal,bf16,fp64,fp64,exact_index_order,4320,0.9934064249022464,0.005929209331714147,0.9966923076923077,0.9999999999999996,0.41346153846153844,0.3814102564102564,0.0013251972386587772,0.0,0.0008758465725961064,0.0008251885081836032,0.1694384589791298,0.9869432747364044,0.16921859979629517,0.00017980486154556274,0.00031572580337524414,0.0011381342229320104,0.0011674273258840688,0.003139612222707499,0.9171296296296296,-0.00019918382167816162,1.1077777317366262,0.39837962962962964,0.0,0.0,0,0,0.0,pool=fp64_values_acc_fp64_valid_token_denominator,score=fp64_values_acc_fp64,select=exact_stable_sort_index_order_ties_at_float64
